"File Path: C:\Users\polpo\Desktop\EXPORT\Test Run 25\DAQ- Axial Force; … - (Timed).csv   "
"Test: Amortyzatory_1"
"Test Run: Test Run 25"
"Date: 16.03.2026 12:15:42"
""
""
"Axial Force ";"Axial Displacement ";"Running Time "
"kN";"mm";"sec"
"-0,0376723327636719";"-0,0278364495898131";"0,0078125"
"-0,103747024536133";"-0,124596204841509";"0,107421875"
"-0,141008529663086";"-0,225554729695432";"0,20703125"
"-0,19671809387207";"-0,322229752782732";"0,306640625"
"-0,196752227783203";"-0,421257456764579";"0,40625"
"-0,193323318481445";"-0,520621018949896";"0,505859375"
"-0,191601287841797";"-0,619685568381101";"0,60546875"
"-0,189253311157227";"-0,719863688573241";"0,705078125"
"-0,193855499267578";"-0,820800778456032";"0,8046875"
"-0,188209533691406";"-0,91968645574525";"0,904296875"
"-0,184944351196289";"-1,0192112531513";"1,00390625"
"-0,185638641357422";"-1,11845519859344";"1,103515625"
"-0,185961837768555";"-1,21836527250707";"1,203125"
"-0,184905944824219";"-1,31826498545706";"1,302734375"
"-0,187188659667969";"-1,41729158349335";"1,40234375"
"-0,182323135375977";"-1,51697674300522";"1,501953125"
"-0,180667938232422";"-1,61691207904369";"1,6015625"
"-0,184730514526367";"-1,71642878558487";"1,701171875"
"-0,182418746948242";"-1,81608996354043";"1,80078125"
"-0,180822982788086";"-1,915960223414";"1,900390625"
"-0,184834930419922";"-2,01720627956092";"2"
"-0,184969299316406";"-2,11770716123283";"2,099609375"
"-0,182901596069336";"-2,21580173820257";"2,19921875"
"-0,178492492675781";"-2,31421156786382";"2,298828125"
"-0,181725616455078";"-2,41517554968596";"2,3984375"
"-0,181343383789063";"-2,51462101005018";"2,498046875"
"-0,182070755004883";"-2,61353491805494";"2,59765625"
"-0,179303161621094";"-2,71371705457568";"2,697265625"
"-0,183430389404297";"-2,81355017796159";"2,796875"
"-0,182981903076172";"-2,91286688297987";"2,896484375"
"-0,18001318359375";"-3,01277916878462";"2,99609375"
"-0,184230285644531";"-3,11204325407743";"3,095703125"
"-0,184441833496094";"-3,21250199340284";"3,1953125"
"-0,177030487060547";"-3,31053650006652";"3,294921875"
"-0,184011459350586";"-3,41133796609938";"3,39453125"
"-0,180032333374023";"-3,51095316000283";"3,494140625"
"-0,180656616210938";"-3,61069734208286";"3,59375"
"-0,1788603515625";"-3,70896165259182";"3,693359375"
"-0,178868621826172";"-3,80847626365721";"3,79296875"
"-0,179550384521484";"-3,90934571623802";"3,892578125"
"-0,181849563598633";"-4,00958303362131";"3,9921875"
"-0,178771240234375";"-4,10837307572365";"4,091796875"
"-0,180499969482422";"-4,20913333073258";"4,19140625"
"-0,181387435913086";"-4,30860323831439";"4,291015625"
"-0,182600616455078";"-4,40871668979526";"4,390625"
"-0,179318420410156";"-4,50830860063434";"4,490234375"
"-0,179978454589844";"-4,60621062666178";"4,58984375"
"-0,18143000793457";"-4,70689916983247";"4,689453125"
"-0,180500717163086";"-4,80660004541278";"4,7890625"
"-0,181244766235352";"-4,90632280707359";"4,888671875"
"-0,183025604248047";"-5,00589981675148";"4,98828125"
"-0,183219909667969";"-5,10502327233553";"5,087890625"
"-0,182018402099609";"-5,20429434254766";"5,1875"
"-0,18467333984375";"-5,304507445544";"5,287109375"
"-0,183334915161133";"-5,40431449189782";"5,38671875"
"-0,18354508972168";"-5,50358230248094";"5,486328125"
"-0,185335006713867";"-5,60364546254277";"5,5859375"
"-0,182744491577148";"-5,70205692201853";"5,685546875"
"-0,183420455932617";"-5,80247305333614";"5,78515625"
"-0,184354553222656";"-5,901999771595";"5,884765625"
"-0,183700500488281";"-6,00164430215955";"5,984375"
"-0,185496429443359";"-6,10144902020693";"6,083984375"
"-0,180857803344727";"-6,20028283447027";"6,18359375"
"-0,182286804199219";"-6,2997629866004";"6,283203125"
"-0,188821228027344";"-6,40228996053338";"6,3828125"
"-0,185478805541992";"-6,4999801106751";"6,482421875"
"-0,184114791870117";"-6,59908959642053";"6,58203125"
"-0,184070617675781";"-6,70026522129774";"6,681640625"
"-0,187261276245117";"-6,79901661351323";"6,78125"
"-0,184370910644531";"-6,89816940575838";"6,880859375"
"-0,188854858398437";"-6,9993119686842";"6,98046875"
"-0,1840068359375";"-7,09771178662777";"7,080078125"
"-0,186814437866211";"-7,19667645171285";"7,1796875"
"-0,188682052612305";"-7,29715405032039";"7,279296875"
"-0,185135833740234";"-7,39583605900407";"7,37890625"
"-0,184866561889648";"-7,49660190194845";"7,478515625"
"-0,187549957275391";"-7,59488809853792";"7,578125"
"-0,184065475463867";"-7,69548257812858";"7,677734375"
"-0,189658325195313";"-7,79559323564172";"7,77734375"
"-0,18680192565918";"-7,89632089436054";"7,876953125"
