"File Path: C:\Users\polpo\Desktop\EXPORT\Test Run 15\DAQ- Axial Force; … - (Timed).csv   "
"Test: Amortyzatory_1"
"Test Run: Test Run 15"
"Date: 16.03.2026 11:45:51"
""
""
"Axial Force ";"Axial Displacement ";"Running Time "
"kN";"mm";"sec"
"-0,0562192497253418";"-0,0218778477574233";"0,001953125"
"-0,129391876220703";"-0,121191289508715";"0,1015625"
"-0,131955429077148";"-0,221870417590253";"0,201171875"
"-0,136314712524414";"-0,321466271998361";"0,30078125"
"-0,139079803466797";"-0,41983142727986";"0,400390625"
"-0,139931869506836";"-0,521162117365748";"0,5"
"-0,138555526733398";"-0,619699945673347";"0,599609375"
"-0,14228987121582";"-0,720344658475369";"0,69921875"
"-0,143141098022461";"-0,820284825749695";"0,798828125"
"-0,141499252319336";"-0,920183025300503";"0,8984375"
"-0,140779495239258";"-1,01943709887564";"0,998046875"
"-0,139444549560547";"-1,11639883834869";"1,09765625"
"-0,141363327026367";"-1,21719110757113";"1,197265625"
"-0,138685073852539";"-1,31531339138746";"1,296875"
"-0,141431915283203";"-1,41624337993562";"1,396484375"
"-0,140724700927734";"-1,5161776682362";"1,49609375"
"-0,138840881347656";"-1,61612976808101";"1,595703125"
"-0,137794464111328";"-1,71546800993383";"1,6953125"
"-0,142788879394531";"-1,8179485341534";"1,794921875"
"-0,14204426574707";"-1,91718386486173";"1,89453125"
"-0,140048278808594";"-2,01491103507578";"1,994140625"
"-0,140938705444336";"-2,11571808904409";"2,09375"
"-0,143032104492188";"-2,2146028932184";"2,193359375"
"-0,1404638671875";"-2,31420318596065";"2,29296875"
"-0,142542785644531";"-2,41428054869175";"2,392578125"
"-0,142794525146484";"-2,51227919943631";"2,4921875"
"-0,141579452514648";"-2,6130152400583";"2,591796875"
"-0,139826354980469";"-2,71114311181009";"2,69140625"
"-0,140076461791992";"-2,81127146445215";"2,791015625"
"-0,142987243652344";"-2,91144801303744";"2,890625"
"-0,141701934814453";"-3,01125086843967";"2,990234375"
"-0,140835998535156";"-3,1103768851608";"3,08984375"
"-0,143381774902344";"-3,21208219975233";"3,189453125"
"-0,142590728759766";"-3,31029924564064";"3,2890625"
"-0,142169876098633";"-3,40970954857767";"3,388671875"
"-0,141850830078125";"-3,50844766944647";"3,48828125"
"-0,140638412475586";"-3,60997673124075";"3,587890625"
"-0,141736419677734";"-3,70892533101141";"3,6875"
"-0,140721633911133";"-3,80716030485928";"3,787109375"
"-0,141029281616211";"-3,90743976458907";"3,88671875"
"-0,14173664855957";"-4,00649383664131";"3,986328125"
"-0,141684539794922";"-4,10644477233291";"4,0859375"
"-0,144178344726562";"-4,20842645689845";"4,185546875"
"-0,142610900878906";"-4,30746842175722";"4,28515625"
"-0,14393522644043";"-4,4065797701478";"4,384765625"
"-0,144050704956055";"-4,50562778860331";"4,484375"
"-0,142911346435547";"-4,60478058084846";"4,583984375"
"-0,1434248046875";"-4,70485398545861";"4,68359375"
"-0,140403594970703";"-4,80380514636636";"4,783203125"
"-0,143975112915039";"-4,90519450977445";"4,8828125"
"-0,143080978393555";"-5,00371027737856";"4,982421875"
"-0,144632781982422";"-5,10416133329272";"5,08203125"
"-0,146509170532227";"-5,20224822685122";"5,181640625"
"-0,144019485473633";"-5,3024236112833";"5,28125"
"-0,142988052368164";"-5,4028588347137";"5,380859375"
"-0,145764587402344";"-5,50180673599243";"5,48046875"
"-0,145303726196289";"-5,60187362134457";"5,580078125"
"-0,141889282226562";"-5,70190045982599";"5,6796875"
"-0,143394439697266";"-5,80095732584596";"5,779296875"
"-0,144205657958984";"-5,90067775920033";"5,87890625"
"-0,146308670043945";"-6,0004168190062";"5,978515625"
"-0,144549575805664";"-6,09933258965611";"6,078125"
"-0,141739227294922";"-6,19909400120378";"6,177734375"
"-0,144719177246094";"-6,29796320572495";"6,27734375"
"-0,147023666381836";"-6,39739260077477";"6,376953125"
"-0,145643478393555";"-6,49691000580788";"6,4765625"
"-0,147486755371094";"-6,59787142649293";"6,576171875"
"-0,144305892944336";"-6,69655436649919";"6,67578125"
"-0,142122222900391";"-6,79560890421271";"6,775390625"
"-0,144661361694336";"-6,89585832878947";"6,875"
"-0,145669204711914";"-6,9951917976141";"6,974609375"
"-0,144832611083984";"-7,09575414657593";"7,07421875"
"-0,144533355712891";"-7,1944328956306";"7,173828125"
"-0,140569534301758";"-7,29328766465187";"7,2734375"
"-0,145467758178711";"-7,39441579207778";"7,373046875"
"-0,143975341796875";"-7,49451434239745";"7,47265625"
"-0,145034423828125";"-7,59242195636034";"7,572265625"
"-0,146716995239258";"-7,69404554739594";"7,671875"
"-0,146735443115234";"-7,7937375754118";"7,771484375"
"-0,147063827514648";"-7,89189152419567";"7,87109375"
"-0,143938720703125";"-7,99112673848867";"7,970703125"
"-0,144570922851563";"-8,09139106422663";"8,0703125"
"-0,142512252807617";"-8,19016434252262";"8,169921875"
"-0,146500091552734";"-8,2898885011673";"8,26953125"
"-0,143540435791016";"-8,39083176106215";"8,369140625"
"-0,146860549926758";"-8,48985277116299";"8,46875"
"-0,146014724731445";"-8,58959089964628";"8,568359375"
"-0,145244186401367";"-8,68861936032772";"8,66796875"
"-0,144593215942383";"-8,78492090851068";"8,767578125"
"-0,147151214599609";"-8,88749025762081";"8,8671875"
"-0,146714279174805";"-8,98717064410448";"8,966796875"
"-0,147201538085938";"-9,08626336604357";"9,06640625"
"-0,145504272460938";"-9,18715633451939";"9,166015625"
"-0,146803924560547";"-9,28655918687582";"9,265625"
"-0,147847839355469";"-9,38607845455408";"9,365234375"
"-0,148302734375";"-9,48481634259224";"9,46484375"
"-0,144383880615234";"-9,585190564394";"9,564453125"
"-0,148358734130859";"-9,68577526509762";"9,6640625"
"-0,148515533447266";"-9,78529918938875";"9,763671875"
"-0,144680130004883";"-9,88408736884594";"9,86328125"
